Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Satisfacción;Calificacion;Repetiria;Recomendaria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Canal_visitas_anteriores;Canal_familia;Canal_redes_sociales;Canal_otro;Horas_fuera_alojamiento;A_playa;A_gastronomia;A_ocio;A_senderismo;A_otro_deporte;Año
1;65;Reino Unido;No;Si;No;No;No;11;2;396,5724765;588,2114235;15;0;7;3;5;7;1;7;4;2;Q3;No;No;Si;No;16;Si;No;No;No;No;2019
6;60;Reino Unido;No;Si;No;No;No;7;2;378,5315165;561,4523835;2;0;8;3;8;8;4;1;2;2;Q3;Si;No;No;No;5;Si;No;No;No;No;2019
6;47;Reino Unido;No;No;Si;No;No;14;3;848,6676585;1258,776242;12;2;10;5;10;10;4;1;2;3;Q3;Si;No;Si;No;8;No;No;Si;No;No;2019
1;50;Reino Unido;No;No;No;No;Si;14;2;1029,641039;1527,202862;20;20;10;3;10;10;1;2;4;4;Q3;Si;No;Si;No;5;Si;Si;Si;No;No;2019
1;71;Reino Unido;No;Si;No;Si;No;14;5;673,68;898,24;21;20;10;3;10;10;1;7;1;2;Q3;Si;No;No;No;12;Si;Si;Si;No;No;2019
6;46;Reino Unido;No;No;Si;No;No;7;5;2431,141741;3605,96216;1;0;10;3;10;10;1;1;2;5;Q3;Si;No;No;No;1;Si;No;No;No;No;2019
6;44;Alemania;No;Si;Si;No;No;7;2;801,8446084;1233,293992;10;2;8;3;7;7;3;1;4;5;Q3;Si;No;Si;No;4;No;Si;No;No;No;2019
6;19;Alemania;No;No;No;No;Si;7;2;825,5082484;1269,690352;2;0;9;5;10;10;4;6;3;5;Q3;No;No;No;No;2;Si;No;No;No;No;2019
1;33;Alemania;No;Si;No;No;No;8;2;433,4;666,6;2;1;9;4;10;10;4;2;4;2;Q3;Si;No;No;No;5;Si;Si;No;No;No;2019
1;45;Alemania;No;Si;Si;No;No;7;4;746,7397684;1148,538832;1;1;6;3;4;5;3;1;2;3;Q3;No;Si;Si;No;8;Si;No;No;No;No;2019
6;63;Alemania;No;Si;No;No;No;9;2;1497,19212;2302,78788;7;5;9;4;10;10;4;4;4;2;Q3;Si;No;Si;No;8;No;No;No;No;Si;2019
1;17;Alemania;No;No;No;No;Si;11;2;1140,735828;1754,532772;3;1;8;3;8;5;3;6;4;3;Q3;No;No;Si;No;8;Si;No;No;Si;No;2019
1;48;Alemania;No;No;Si;No;No;7;1;900,018;1600,032;6;6;10;5;10;10;4;1;2;3;Q3;Si;Si;No;No;1;Si;No;No;No;No;2019
6;16;Reino Unido;No;No;No;No;Si;7;2;1122,744;1684,116;2;0;7;3;7;7;3;7;4;2;Q3;Si;No;No;No;9;No;No;No;No;Si;2019
6;58;Reino Unido;No;Si;No;No;No;14;2;1436,464687;2130,619214;5;0;10;3;10;10;4;1;2;2;Q3;No;No;Si;No;3;No;No;No;No;Si;2019
6;42;Reino Unido;No;Si;No;No;No;7;2;667,8634125;990,6004875;1;1;5;2;3;5;3;1;1;3;Q3;No;No;Si;No;2;Si;No;No;No;No;2019
6;61;Reino Unido;No;Si;No;No;No;14;4;306,1985425;454,1653575;7;7;8;3;10;10;1;7;1;2;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
1;39;Reino Unido;No;No;No;No;Si;10;3;790,82226;1172,97774;3;0;10;3;10;10;3;1;1;3;Q3;Si;No;Si;No;4;Si;No;No;No;No;2019
6;42;Reino Unido;No;No;No;No;Si;10;4;1175,4813;1743,5187;3;3;8;3;9;9;1;2;2;5;Q3;Si;No;No;No;6;Si;No;No;Si;No;2019
6;54;Paises Bajos;No;No;Si;No;No;14;2;2007,59017;2321,91203;4;1;9;3;9;9;4;1;3;3;Q3;Si;No;Si;No;6;Si;Si;No;No;No;2019
6;22;Reino Unido;No;No;No;No;Si;7;2;392,9577273;842,0522727;3;2;8;5;10;10;1;1;2;4;Q3;Si;No;No;No;2;Si;No;Si;No;No;2019
6;45;Reino Unido;No;Si;Si;No;No;10;4;1300,931975;1929,591926;3;2;10;4;10;10;4;7;2;3;Q3;Si;No;No;No;12;Si;No;No;No;No;2019
6;46;Reino Unido;No;No;Si;Si;No;7;1;1617,325311;2398,87859;3;3;8;4;8;8;4;1;4;4;Q3;Si;No;Si;No;2;Si;No;No;No;No;2019
1;30;España;No;No;No;No;Si;6;3;200,016;300,024;4;1;8;4;5;9;3;2;1;3;Q3;No;No;Si;No;10;Si;No;Si;No;No;2019
6;22;España;No;Si;No;No;No;4;3;166,8694774;295,5009226;4;1;8;4;8;8;3;2;2;2;Q3;Si;No;Si;No;7;Si;Si;Si;No;No;2019
1;35;España;No;Si;No;Si;No;10;2;250;1650;2;1;10;3;10;10;4;1;3;2;Q3;No;No;Si;No;8;Si;Si;Si;No;No;2019
6;38;Alemania;No;No;Si;Si;No;9;1;1613,571288;2481,787312;7;1;7;4;8;8;4;1;4;2;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
1;34;Alemania;No;No;No;No;Si;14;5;489,9901508;1499,969849;12;10;7;3;8;8;4;1;3;2;Q3;Si;No;No;No;8;Si;No;No;Si;No;2019
6;38;Dinamarca;No;Si;Si;No;No;7;2;1914,172911;2923,261789;2;2;10;3;9;10;4;1;3;5;Q3;Si;No;No;No;1;No;No;No;No;Si;2019
1;21;Dinamarca;No;No;No;No;Si;7;2;1328,477556;2028,807144;1;0;8;3;7;8;4;6;1;3;Q3;Si;Si;No;No;11;Si;Si;No;No;No;2019
6;83;Alemania;No;Si;No;No;No;30;3;700;800;10;10;10;5;10;10;3;1;3;2;Q3;Si;No;No;No;8;Si;Si;No;No;No;2019
1;25;Dinamarca;No;Si;No;No;No;14;4;718,844448;1097,795552;5;0;10;3;10;10;4;1;4;2;Q3;Si;No;No;No;10;No;No;No;No;Si;2019
6;53;Suecia;No;No;Si;No;No;7;4;662,892468;1012,347532;11;11;10;3;10;10;3;1;3;4;Q3;Si;No;No;No;15;Si;No;No;No;No;2019
6;18;Noruega;Si;No;No;Si;No;7;3;512,4650158;782,6196842;1;1;8;4;8;7;3;1;1;1;Q3;No;Si;Si;No;4;Si;No;Si;No;No;2019
6;24;Noruega;No;No;No;Si;No;7;4;593,6784838;906,6462162;3;2;7;3;7;7;4;1;4;3;Q3;Si;Si;Si;No;14;Si;No;Si;No;No;2019
6;49;Noruega;No;No;Si;No;No;8;2;1568,034336;2394,650364;7;6;8;3;9;9;4;1;3;4;Q3;Si;No;Si;No;4;Si;No;No;No;No;2019
1;45;Alemania;No;No;Si;No;No;10;3;1457,8;2242,2;3;1;8;3;8;10;4;4;3;4;Q3;No;No;No;No;4;Si;Si;No;No;No;2019
1;22;Alemania;No;Si;No;No;No;8;2;983,1240084;1512,114592;2;1;9;4;10;10;4;1;2;2;Q3;Si;Si;No;No;6;Si;No;No;No;No;2019
6;53;Alemania;No;No;Si;No;No;9;2;825,5082484;1269,690352;4;1;9;3;10;10;3;4;4;1;Q3;No;No;No;No;8;Si;No;No;No;No;2019
1;44;Alemania;No;Si;No;Si;No;10;2;746,7240084;1148,514592;2;1;2;2;0;0;4;1;4;2;Q3;No;No;No;No;0;No;No;Si;No;No;2019
1;34;Alemania;No;No;Si;No;No;10;2;1534,724008;2360,514592;2;2;9;4;7;9;4;1;3;4;Q3;Si;No;No;No;2;Si;No;No;No;No;2019
6;23;Suiza;No;Si;No;No;No;8;4;353,707904;452,372096;3;0;8;3;10;8;3;1;4;2;Q3;No;No;Si;No;14;Si;Si;Si;No;No;2019
1;60;Italia;Si;No;No;No;No;14;3;599,9933333;1199,986667;3;2;7;3;6;6;3;2;2;1;Q3;Si;No;No;No;16;Si;No;Si;No;No;2019
1;63;Alemania;No;Si;No;No;No;10;2;679,7440084;1045,494592;4;1;7;3;7;7;3;7;4;2;Q3;Si;No;Si;No;4;Si;Si;No;No;No;2019
6;42;Bélgica;No;Si;Si;No;No;8;1;1890,699444;4972,093456;5;2;8;3;7;8;4;3;4;4;Q3;Si;No;No;No;5;No;No;No;No;Si;2019
6;56;Alemania;Si;No;No;No;No;18;2;896,4282484;1378,770352;2;1;10;5;10;10;3;1;2;1;Q3;No;No;No;No;2;No;No;No;No;Si;2019
6;26;Bélgica;No;Si;Si;No;No;7;3;568,288424;1494,464476;2;1;7;3;5;7;3;1;3;3;Q3;No;No;Si;No;8;Si;No;No;No;No;2019
1;26;Bélgica;No;Si;No;No;No;8;3;513,199444;1349,593456;20;20;10;3;10;10;3;1;3;2;Q3;Si;Si;No;No;2;No;Si;No;No;No;2019
6;25;Bélgica;No;Si;No;No;No;7;3;403,015974;1059,836926;3;1;10;4;9;10;4;1;1;2;Q3;No;No;Si;No;2;No;No;No;No;Si;2019
6;50;Bélgica;No;Si;No;No;No;7;1;706,060464;1856,772436;7;7;7;3;7;7;3;3;2;3;Q3;Si;No;No;No;3;No;No;No;No;Si;2019
6;33;Bélgica;No;Si;Si;No;No;7;1;843,793934;2218,978966;6;1;9;3;9;9;4;1;3;2;Q3;Si;No;Si;No;5;Si;Si;No;No;No;2019
6;37;Alemania;No;No;Si;No;No;10;2;1140,724008;1754,514592;2;1;7;3;9;8;3;1;4;3;Q3;No;Si;No;No;1;No;No;No;No;Si;2019
1;42;Alemania;No;Si;Si;No;No;16;2;1219,587048;1875,811552;4;4;9;3;10;10;4;2;4;3;Q3;Si;No;Si;No;6;Si;Si;No;Si;No;2019
6;39;Reino Unido;No;Si;Si;No;No;14;2;667,8634125;990,6004875;8;8;10;3;10;10;4;1;4;4;Q3;Si;No;No;No;4;No;No;No;No;Si;2019
6;29;Reino Unido;No;Si;No;No;No;7;4;542,581872;804,778128;2;2;8;3;8;8;4;1;4;2;Q3;Si;No;No;No;1;Si;No;Si;Si;No;2019
1;42;Reino Unido;No;No;No;No;Si;14;1;1662,540467;2465,943434;3;0;9;4;9;9;4;2;4;3;Q3;Si;No;Si;No;2;No;No;No;No;Si;2019
6;45;Alemania;No;No;Si;No;No;16;6;699,8755556;649,8844444;4;4;10;5;10;10;4;1;3;2;Q3;Si;No;No;No;12;No;No;No;Si;No;2019
6;49;Reino Unido;No;No;Si;No;No;7;1;1265,96799;1877,73201;3;0;9;5;5;10;4;1;3;3;Q3;Si;No;Si;No;5;Si;No;Si;No;No;2019
6;60;Reino Unido;No;Si;No;No;No;10;2;1526,927215;2264,796686;10;10;10;5;10;10;4;1;2;2;Q3;Si;No;No;No;7;Si;No;No;No;No;2019
6;19;Reino Unido;No;Si;No;No;No;7;3;369,9610526;199,9789474;3;3;10;5;10;10;4;6;3;4;Q3;Si;No;No;No;6;Si;No;Si;No;No;2019
1;61;Reino Unido;Si;No;No;No;No;7;4;181,4058395;269,0680605;4;2;9;4;9;10;3;7;3;1;Q3;Si;No;Si;No;15;No;Si;Si;No;No;2019
1;43;Reino Unido;No;No;No;No;Si;14;2;2712,90936;4023,89064;2;2;10;3;10;10;3;1;3;3;Q3;Si;No;No;No;2;Si;No;No;Si;No;2019
6;46;Reino Unido;No;No;Si;No;No;14;2;1300,931975;1929,591926;3;3;10;3;5;10;4;1;3;4;Q3;Si;No;No;No;1;Si;Si;Si;Si;No;2019
1;54;Alemania;No;Si;No;No;No;13;4;983,1240084;1512,114592;2;2;8;3;8;9;4;4;4;4;Q3;Si;No;Si;No;6;Si;Si;No;No;No;2019
6;18;Noruega;No;No;No;No;Si;6;4;1231,2;379,62;10;10;10;3;10;10;3;1;4;2;Q3;Si;No;Si;No;10;Si;No;No;No;No;2019
1;46;Noruega;No;No;No;No;Si;13;6;1333,785556;1436,384444;13;11;8;4;10;10;4;1;3;2;Q3;Si;No;No;No;10;Si;No;No;No;No;2019
6;48;Noruega;No;No;Si;No;No;10;6;820,75;492,45;6;3;10;4;10;10;4;1;4;4;Q3;Si;Si;Si;No;5;No;No;No;No;Si;2019
1;50;Noruega;No;Si;Si;No;No;14;1;3078,0225;5130,0375;10;10;8;3;10;9;4;4;4;4;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
6;41;Suecia;No;Si;No;Si;No;10;2;1882,3;1882,3;7;2;9;3;9;9;4;1;4;2;Q3;Si;No;No;No;12;Si;No;No;No;No;2019
6;56;Alemania;No;Si;No;No;No;14;2;1849,829448;2845,169152;4;1;8;4;8;7;3;1;3;5;Q3;Si;Si;No;No;4;No;No;No;No;Si;2019
1;51;Noruega;No;Si;Si;Si;No;11;4;2872,769565;902,8704348;3;2;8;3;5;7;4;1;4;4;Q3;Si;No;No;No;2;Si;No;No;No;No;2019
6;20;Noruega;No;No;No;No;Si;21;4;205,17;1025,85;6;6;9;3;10;10;3;1;4;2;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
6;44;Otros;No;Si;Si;No;No;7;2;850;907;2;2;10;5;10;10;3;1;1;2;Q3;Si;No;Si;No;10;Si;No;No;Si;No;2019
6;42;Otros;No;No;No;No;Si;7;5;171,8181407;1718,181859;2;1;8;4;8;10;4;2;1;2;Q3;No;No;Si;No;7;Si;No;No;No;No;2019
1;36;Reino Unido;No;Si;No;No;No;7;2;532,2743225;789,4895775;10;1;10;4;8;10;1;1;3;5;Q3;No;No;Si;No;6;Si;No;Si;No;No;2019
6;45;Alemania;No;Si;Si;No;No;10;5;1451,8506;2233,0494;12;12;10;4;10;10;4;1;2;3;Q3;Si;No;No;No;12;Si;Si;No;No;No;2019
1;28;Otros;No;Si;No;No;No;7;5;1149,309401;1618,110299;1;0;10;3;5;10;3;11;1;2;Q3;No;No;Si;No;14;Si;No;No;No;No;2019
1;34;Otros;No;Si;No;No;No;10;2;868,7493334;1223,110367;1;1;9;4;7;8;4;1;4;2;Q3;Si;No;Si;No;5;Si;No;Si;Si;No;2019
1;52;Otros;No;No;No;No;Si;11;2;1843,026521;2594,793179;2;1;10;3;10;10;3;3;2;4;Q3;No;No;No;No;4;Si;Si;No;No;No;2019
1;42;Otros;No;No;Si;No;No;11;2;932,6556974;1313,084003;3;1;8;4;8;8;4;1;3;3;Q3;Si;No;Si;No;10;Si;No;No;No;No;2019
6;28;Otros;No;Si;No;No;No;7;5;478,9902834;674,3694166;2;1;10;3;10;10;3;1;1;1;Q3;No;No;Si;No;10;Si;No;No;No;No;2019
6;44;Otros;No;Si;Si;No;No;12;2;1140,222637;1605,317063;2;1;10;3;10;10;4;2;1;3;Q3;Si;No;No;No;8;Si;Si;No;No;No;2019
6;52;Alemania;No;Si;No;No;No;8;2;451,2555284;694,0630716;6;4;9;4;10;10;3;1;2;1;Q3;Si;No;Si;No;7;Si;Si;No;No;No;2019
6;16;Alemania;No;No;No;No;Si;7;2;630,42364;969,63636;3;3;8;3;8;8;4;1;4;4;Q3;Si;Si;No;No;5;Si;Si;No;No;No;2019
1;49;Alemania;No;Si;No;No;No;13;2;891,7475284;1371,571072;2;2;10;4;10;10;3;1;3;4;Q3;No;No;Si;No;4;Si;No;No;No;No;2019
6;28;Alemania;No;Si;No;No;No;7;3;183,2803684;281,8982316;3;2;8;5;10;10;4;1;4;4;Q3;Si;Si;Si;No;6;Si;Si;Si;No;No;2019
1;46;Alemania;No;No;Si;No;No;7;4;1049,347528;1613,971072;4;0;10;5;10;10;3;1;2;4;Q3;No;No;Si;No;6;Si;Si;Si;No;No;2019
1;39;España;No;Si;Si;Si;No;7;1;1082,671128;1917,248872;3;1;7;3;6;6;4;1;3;4;Q3;No;No;No;No;4;Si;No;No;No;No;2019
1;39;España;No;Si;Si;No;No;7;1;852,5975224;1509,822878;3;1;9;4;10;10;3;1;1;3;Q3;No;No;Si;No;3;No;No;Si;No;No;2019
1;49;España;No;No;Si;No;No;6;4;181,2910414;321,0393586;18;15;9;4;7;8;4;5;3;1;Q3;Si;No;No;No;13;Si;No;Si;Si;No;2019
6;38;España;No;Si;No;No;No;7;3;224,6351314;397,7952686;9;7;10;3;10;10;4;1;2;1;Q3;Si;No;Si;No;2;Si;No;No;Si;No;2019
1;35;España;Si;No;No;No;No;4;4;140;300;2;1;8;4;10;10;4;1;2;1;Q3;No;No;Si;No;12;No;Si;No;Si;No;2019
1;20;Irlanda;No;Si;No;No;No;6;5;306,6420155;440,9006845;7;1;10;5;10;10;1;1;2;3;Q3;No;Si;No;No;20;Si;No;Si;No;No;2019
6;49;Irlanda;No;No;No;No;Si;10;2;599,9727273;1599,927273;2;2;10;4;10;10;4;1;3;4;Q3;Si;No;No;No;2;No;No;No;No;Si;2019
6;42;Irlanda;No;Si;No;No;No;14;1;1332,158424;1915,424277;7;0;10;4;10;10;4;1;4;2;Q3;Si;Si;Si;No;2;Si;No;No;No;No;2019
1;40;Irlanda;No;No;Si;No;No;7;2;1230,567184;1769,352816;2;0;6;3;6;6;4;4;3;3;Q3;Si;Si;No;No;3;Si;No;No;No;No;2019
6;17;Irlanda;No;No;No;No;Si;10;4;1210;700;3;3;10;3;10;10;3;6;1;5;Q3;No;No;No;No;7;Si;No;Si;Si;No;2019
6;48;Irlanda;No;No;Si;No;No;10;4;600;750;20;20;9;3;8;8;4;1;3;2;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
1;47;Irlanda;No;Si;Si;No;No;10;4;962,9456075;1384,557093;3;2;8;3;8;8;4;2;3;5;Q3;Si;No;Si;No;6;Si;Si;No;No;No;2019
1;55;Alemania;No;Si;No;Si;No;10;1;431,5240084;663,7145916;5;2;9;4;9;9;3;1;2;2;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
6;29;Italia;No;Si;No;Si;No;14;4;250,0105263;700,0294737;1;1;8;3;10;10;4;1;1;4;Q3;Si;Si;Si;No;12;Si;No;No;No;No;2019
6;36;Francia;No;Si;No;No;No;7;2;550,0169231;1400,043077;3;1;7;3;5;10;3;1;2;2;Q3;Si;No;Si;No;8;Si;Si;No;No;No;2019
6;50;España;No;No;Si;No;No;7;4;689,9602878;699,9597122;1;1;10;3;8;8;4;1;2;4;Q3;No;No;Si;No;10;Si;Si;No;No;No;2019
6;48;España;No;Si;Si;No;No;8;2;600,0331035;2300,126897;5;2;8;4;6;5;4;1;4;4;Q3;Si;No;No;No;6;Si;No;Si;No;No;2019
6;32;Alemania;No;Si;Si;No;No;10;1;1219,527948;1875,720652;3;1;8;3;8;5;4;1;4;3;Q3;Si;No;Si;No;7;Si;Si;No;No;No;2019
1;26;España;No;Si;No;No;No;6;4;248,01984;252,02016;2;2;9;4;10;10;4;1;1;3;Q3;Si;No;Si;No;8;Si;Si;Si;No;No;2019
1;43;España;No;No;Si;No;No;7;6;600,0654546;500,0545455;1;0;8;3;10;9;3;1;1;4;Q3;No;Si;No;No;10;Si;No;No;No;No;2019
1;26;Italia;No;Si;No;No;No;3;1;1100,006471;2300,013529;1;1;10;3;7;9;3;4;1;3;Q3;No;No;Si;No;14;Si;Si;Si;No;No;2019
1;42;Alemania;No;Si;Si;No;No;10;3;1258,924008;1936,314592;3;1;6;3;7;8;4;1;4;2;Q3;No;No;Si;No;6;Si;No;Si;No;No;2019
1;24;España;No;Si;No;No;No;6;4;224,9862595;429,9737405;2;2;9;4;9;9;4;6;1;4;Q3;Si;Si;Si;No;6;Si;Si;No;No;No;2019
1;34;España;No;Si;No;Si;No;7;2;250;800;2;2;9;5;9;9;4;1;2;2;Q3;Si;No;Si;No;3;Si;Si;No;No;No;2019
6;48;España;No;No;Si;No;No;8;4;600;400;4;2;10;5;10;10;3;1;3;4;Q3;Si;No;No;No;10;Si;No;No;No;No;2019
6;62;Alemania;No;Si;No;No;No;7;2;943,7161284;1451,502472;2;1;10;3;10;10;4;1;4;2;Q3;Si;No;Si;No;8;Si;No;No;No;No;2019
1;57;Francia;Si;No;No;No;No;8;4;180;200;8;8;8;4;10;10;3;1;2;2;Q3;Si;No;Si;No;10;No;No;No;Si;No;2019
6;29;España;Si;No;No;No;No;5;2;80;500;5;5;8;4;10;10;4;1;2;3;Q3;Si;No;Si;No;10;Si;No;No;No;No;2019
1;55;España;Si;No;No;No;No;3;2;400;500;10;5;8;3;9;9;3;1;2;3;Q3;Si;No;No;No;15;No;No;No;No;Si;2019
6;45;Paises Bajos;No;No;Si;No;No;7;4;662,8787181;766,6634819;4;2;9;3;9;9;4;1;1;3;Q3;Si;No;Si;No;7;Si;Si;Si;No;No;2019
6;44;Noruega;No;Si;Si;No;No;16;2;649,975814;1499,944186;15;15;8;3;10;10;4;1;2;3;Q3;No;No;Si;No;8;Si;No;No;No;No;2019
6;23;Paises Bajos;No;Si;No;No;No;11;2;2517,66017;2911,84203;2;2;8;3;9;8;4;1;1;4;Q3;Si;Si;Si;No;15;Si;No;Si;No;No;2019
6;21;Paises Bajos;No;Si;No;No;No;11;4;477,4821841;552,2400159;1;0;7;3;7;7;4;6;2;2;Q3;No;Si;Si;No;8;Si;Si;No;No;No;2019
1;21;Paises Bajos;No;Si;No;No;No;11;2;1312,058718;1517,483482;5;0;8;3;7;8;4;1;4;2;Q3;Si;No;Si;No;3;No;No;Si;No;No;2019
6;24;Reino Unido;No;Si;No;No;No;7;2;622,6482565;923,5356435;5;1;9;3;9;9;4;1;2;2;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
6;20;Paises Bajos;No;Si;No;No;No;7;3;784,7298041;907,5923959;5;2;7;5;10;9;3;6;1;2;Q3;No;No;Si;No;2;Si;No;No;No;No;2019
1;35;Paises Bajos;No;Si;Si;No;No;8;1;1543,908718;1785,633482;3;0;7;4;7;7;4;1;4;3;Q3;Si;Si;Si;No;0;No;No;No;Si;No;2019
6;48;Alemania;No;Si;Si;No;No;16;4;984,93696;1514,90304;5;5;9;4;10;10;4;1;2;4;Q3;No;No;Si;No;12;Si;Si;No;No;No;2019
1;28;Paises Bajos;No;No;No;No;Si;7;4;279,9806897;299,9793103;4;1;10;3;10;10;4;1;3;2;Q3;No;No;Si;No;8;No;No;No;Si;No;2019
6;24;Alemania;No;Si;No;No;No;14;2;1337,724008;2057,514592;2;1;10;4;10;10;4;1;2;2;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
6;23;Otros;No;Si;No;No;No;10;2;1121,31;1578,69;2;2;9;4;3;5;4;1;1;2;Q3;No;Si;No;No;4;Si;No;No;No;No;2019
1;37;Otros;No;Si;No;No;No;7;5;800,0533333;1000,066667;2;1;10;5;10;10;4;6;2;3;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
1;33;Alemania;No;Si;No;No;No;8;2;825,5240084;1269,714592;6;4;10;5;8;10;4;1;4;2;Q3;Si;No;Si;No;2;No;No;Si;Si;No;2019
6;40;Dinamarca;No;Si;Si;Si;No;11;3;1883,86;1883,86;3;2;8;4;10;10;4;1;4;4;Q3;Si;No;Si;No;2;Si;No;No;No;No;2019
1;44;España;No;No;No;No;Si;5;4;500;535;7;5;7;3;7;7;4;1;4;4;Q3;Si;No;No;No;12;Si;Si;No;Si;No;2019
6;34;Paises Bajos;No;Si;No;No;No;8;3;1000,047904;670,0320958;2;2;8;3;9;9;3;1;2;3;Q3;Si;Si;Si;No;10;Si;No;Si;No;No;2019
6;47;Suecia;No;Si;No;No;No;7;4;335,1579;511,8421;11;11;10;3;10;10;3;1;3;3;Q3;Si;No;No;No;15;Si;No;Si;No;No;2019
6;47;Suecia;Si;No;No;No;No;7;2;564,6977778;705,8722222;2;0;6;2;2;5;4;1;3;1;Q3;No;No;Si;No;10;Si;No;No;Si;No;2019
1;30;Suecia;No;Si;No;No;No;8;6;376,48;376,48;1;1;10;3;8;10;4;4;4;4;Q3;Si;Si;No;No;15;Si;No;No;No;No;2019
1;47;Suecia;No;No;Si;No;No;7;3;539,9701228;824,6245772;1;0;7;3;7;8;3;1;2;3;Q3;Si;Si;Si;No;12;Si;Si;No;Si;No;2019
6;20;Alemania;No;Si;No;No;No;7;2;589,1476484;906,1509516;2;1;8;4;9;9;3;1;1;4;Q3;No;No;Si;No;1;Si;No;No;No;No;2019
1;52;Alemania;No;Si;Si;No;No;10;1;1575,9606;2423,9394;2;2;8;3;8;8;4;3;3;3;Q3;Si;No;Si;No;4;Si;No;No;No;No;2019
1;50;Alemania;No;Si;Si;No;No;7;1;1499,995946;2199,994054;15;1;10;3;8;10;4;1;4;3;Q3;Si;No;Si;No;4;Si;No;No;No;No;2019
1;59;Alemania;No;Si;No;No;No;7;2;667,9161284;1027,302472;4;1;7;4;7;7;2;1;3;2;Q3;No;No;Si;No;6;Si;No;No;No;No;2019
6;28;Francia;No;Si;No;No;No;10;2;346,8559107;748,7091893;2;2;9;3;10;10;4;1;2;2;Q3;Si;No;Si;No;10;Si;No;No;No;No;2019
1;21;Alemania;No;Si;No;No;No;7;3;510,3240084;784,9145916;2;2;9;4;10;10;3;1;1;4;Q3;No;No;Si;No;6;Si;No;No;No;No;2019
6;53;Alemania;No;Si;Si;No;No;11;4;1534,783108;2360,605492;1;1;8;3;8;9;4;1;2;5;Q3;No;No;No;No;7;Si;No;No;No;No;2019
6;24;Italia;No;Si;No;No;No;7;4;279,9784615;499,9615385;2;0;8;4;8;9;4;6;4;3;Q3;Si;No;Si;No;12;Si;No;Si;No;No;2019
1;49;Otros;No;Si;No;No;No;7;4;399,9910112;489,9889888;2;1;8;3;7;10;3;3;4;5;Q3;Si;No;No;No;12;Si;No;No;No;No;2019
1;29;Italia;No;Si;No;No;No;7;4;140,0075676;600,0324324;1;0;10;3;9;10;4;6;2;2;Q3;Si;No;No;No;10;Si;No;No;No;No;2019
1;31;Italia;No;No;No;No;Si;4;2;359,9934546;739,9865455;1;1;7;3;6;6;4;2;3;3;Q3;No;Si;No;No;12;Si;No;No;No;No;2019
1;46;Italia;No;Si;No;Si;No;6;4;349,9835294;499,9764706;2;1;7;4;7;7;4;2;1;4;Q3;No;Si;No;No;8;Si;Si;No;No;No;2019
1;29;Italia;No;Si;Si;No;No;6;4;575,0101322;560,0098678;1;0;7;3;7;7;3;1;1;2;Q3;No;No;Si;No;12;Si;No;Si;Si;No;2019
1;55;Italia;No;Si;No;No;No;14;2;540,0061017;3000,033898;15;5;10;3;10;10;4;1;4;2;Q3;Si;No;Si;No;10;Si;No;Si;Si;No;2019
6;51;Italia;No;Si;No;No;No;8;6;160;200;1;1;10;3;10;10;4;3;1;1;Q3;No;No;Si;No;10;Si;No;No;No;No;2019
6;45;Otros;No;No;Si;No;No;7;2;1832,129049;2579,450651;2;2;10;4;10;10;3;1;3;4;Q3;Si;No;Si;No;10;Si;No;No;No;No;2019
1;51;Otros;No;No;Si;No;No;14;5;849,5292494;1196,050451;3;3;8;4;10;10;2;4;2;3;Q3;Si;No;No;No;5;Si;Si;No;No;No;2019
1;49;Paises Bajos;No;No;No;No;Si;14;5;899,9735294;2499,926471;4;1;8;3;2;6;4;1;2;3;Q3;No;No;Si;No;6;No;No;No;No;Si;2019
6;69;Paises Bajos;No;Si;No;No;No;11;3;941,1914581;1088,550742;10;10;9;4;8;8;4;6;3;4;Q3;No;No;Si;No;5;No;No;No;No;Si;2019
6;38;Paises Bajos;No;No;Si;Si;No;15;3;1854,89274;2145,30726;10;10;8;3;8;8;4;1;4;4;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
6;19;Paises Bajos;No;No;No;No;Si;7;3;178,3307661;206,2514339;5;5;8;3;8;9;3;1;2;1;Q3;No;Si;Si;No;5;Si;No;Si;No;No;2019
6;20;Paises Bajos;No;Si;No;No;No;15;5;1080,199444;1249,322756;4;4;8;3;8;9;3;1;2;4;Q3;Si;No;No;No;9;Si;No;Si;Si;No;2019
1;48;Paises Bajos;No;Si;Si;Si;No;7;2;1683,00017;1946,50203;20;20;10;3;10;10;3;4;3;5;Q3;Si;No;No;No;7;Si;No;No;No;No;2019
